Approved symbol	Mouse genome database ID
ANKHD1-DT	
ANKHD1-EIF4EBP3	
ANKIB1	MGI:1918047
ANKK1	MGI:3045301
ANKL1	
ANKLE1	MGI:1918775
ANKLE2	MGI:1261856
ANKMY1	MGI:3045261
ANKMY2	MGI:2144755
ANKRA2	MGI:1915808
ANKRD1	MGI:1097717
ANKRD2	MGI:1861447
ANKRD6	MGI:2154278
ANKRD7	MGI:1922446
ANKRD9	MGI:1921501
ANKRD10	MGI:1921840
ANKRD10-IT1	
ANKRD11	MGI:1924337
ANKRD11P1	
ANKRD11P2	
ANKRD12	MGI:1914357
ANKRD13A	MGI:1915670
ANKRD13B	MGI:2144501
ANKRD13C	MGI:2139746
ANKRD13C-DT	
ANKRD13D	MGI:1915673
ANKRD14	
ANKRD16	MGI:2444796
ANKRD17	MGI:1932101
ANKRD17-DT	
ANKRD18A	
ANKRD18B	
ANKRD18CP	
ANKRD18DP	
ANKRD18EP	
ANKRD18FP	
ANKRD19P	
ANKRD20A1	
ANKRD20A2P	
ANKRD20A3P	
ANKRD20A4P	
ANKRD20A5P	
ANKRD20A6P	
ANKRD20A7P	
ANKRD20A8P	
ANKRD20A9P	
ANKRD20A10P	
ANKRD20A11P	
ANKRD20A12P	
ANKRD20A13P	
ANKRD20A14P	
ANKRD20A15P	
ANKRD20A16P	
ANKRD20A17P	
ANKRD20A18P	
ANKRD20A19P	
ANKRD20A20P	
ANKRD20A21P	
ANKRD22	MGI:1277101
ANKRD23	MGI:1925571
ANKRD24	MGI:1890394
ANKRD26	MGI:1917887
ANKRD26P1	
ANKRD26P2	
ANKRD26P3	
ANKRD26P4	
ANKRD27	MGI:2444103
ANKRD28	MGI:2145661
ANKRD29	MGI:2687055
ANKRD30A	
ANKRD30B	
ANKRD30BL	
ANKRD30BP1	
ANKRD30BP2	
ANKRD30BP3	
ANKRD31	MGI:5006716
ANKRD33	MGI:2443398
ANKRD33B	MGI:1917904
ANKRD33B-AS1	
ANKRD33B-IT1	
ANKRD33BP1	
ANKRD33BP2	
ANKRD33BP3	
ANKRD33BP4	
ANKRD33BP5	
ANKRD33BP6	
ANKRD33BP7	
ANKRD33BP8	
ANKRD33BP9	
ANKRD33BP10	
ANKRD34A	MGI:3617846
ANKRD34B	MGI:2443245
ANKRD34C	MGI:2685617
ANKRD34C-AS1	
ANKRD35	MGI:2442590
ANKRD36	
ANKRD36B	
ANKRD36BP1	
ANKRD36BP2	
ANKRD36C	
ANKRD36P1	
ANKRD36P2	
ANKRD37	MGI:3603344
ANKRD39	MGI:1914816
ANKRD39P1	
ANKRD40	MGI:1918702
ANKRD40CL	MGI:5434049
ANKRD42	MGI:1921095
ANKRD42-DT	
ANKRD44	MGI:3045243
ANKRD44-AS1	
ANKRD44-DT	
ANKRD44-IT1	
ANKRD45	MGI:1921094
ANKRD46	MGI:1916089
ANKRD49	MGI:1930842
ANKRD49P1	
ANKRD49P2	
ANKRD49P3	
ANKRD49P4	
ANKRD50	MGI:2139777
ANKRD52	MGI:2444029
ANKRD53	MGI:1922555
ANKRD54	MGI:2444209
ANKRD54P1	
ANKRD55	MGI:1924568
ANKRD60	MGI:1917315
ANKRD61	MGI:1913979
ANKRD62	
ANKRD62P1	
ANKRD62P1-PARP4P3	
ANKRD63	MGI:2686183
ANKRD65	MGI:2685285
ANKRD65-AS1	
ANKRD66	MGI:1925106
ANKS1A	MGI:2446180
ANKS1B	MGI:1924781
ANKS3	MGI:1919865
ANKS4B	MGI:1919324
ANKS6	MGI:1922941
ANKUB1	MGI:2685256
ANKZF1	MGI:1098746
ANLN	MGI:1920174
ANO1	MGI:2142149
ANO1-AS1	
ANO2	MGI:2387214
ANO3	MGI:3613666
ANO3-AS1	
ANO4	MGI:2443344
ANO5	MGI:3576659
ANO6	MGI:2145890
ANO7	MGI:3052714
ANO7L1	
ANO8	MGI:2687327
ANO9	MGI:1918595
ANO10	MGI:2143103
ANOP1	
ANOS1	
ANOS2P	
ANP	
ANP32A	MGI:108447
ANP32A-IT1	
ANP32AP1	
ANP32B	MGI:1914878
ANP32BP1	
ANP32BP2	
ANP32BP3	
ANP32CP	
ANP32D	
ANP32E	MGI:1913721
ANPEP	MGI:5000466
ANPRA	
ANPRB	
ANPRC	
ANT1	
ANT2	
ANT3	
ANTKMT	MGI:2384888
ANTP2	
ANTP3	
ANTP4	
ANTXR1	MGI:1916788
ANTXR2	MGI:1919164
ANTXRL	MGI:1925726
ANTXRLP1	
ANX1	
ANX2	
ANX2L1	
ANX2L2	
ANX2L3	
ANX2L4	
ANX2LG	
ANX2P1	
ANX2P2	
ANX2P3	
ANX3	
ANX4	
ANX5	
ANX6	
ANX7	
ANX8	
ANX11	
ANX13	
ANX31	
ANXA1	MGI:96819
ANXA2	MGI:88246
ANXA2P1	
ANXA2P2	
ANXA2P3	
ANXA2R	
ANXA2R-AS1	
ANXA2R-OT1	
ANXA3	MGI:1201378
ANXA4	MGI:88030
ANXA5	MGI:106008
ANXA6	MGI:88255
ANXA7	MGI:88031
ANXA8	MGI:1201374
ANXA8L1	MGI:1201374
ANXA8L2	
ANXA9	MGI:1923711
ANXA10	MGI:1347090
ANXA11	MGI:108481
ANXA13	MGI:1917037
AOAH	MGI:1350928
AOAH-IT1	
AOC1	MGI:1923757
AOC2	MGI:2668431
AOC3	MGI:1306797
AOC4P	
AOM	
AOP1	
AOPEP	MGI:1919311
AOX1	MGI:88035
AOX2P	MGI:3529596
AOX3P	MGI:1918974
AOX3P-AOX2P	
AP1AR	MGI:2384822
AP1AR-DT	
AP1B1	MGI:1096368
AP1B1P1	
AP1B1P2	
AP1G1	MGI:101919
AP1G2	MGI:1328307
AP1G2-AS1	
AP1M1	MGI:102776
AP1M2	MGI:1336974
AP1M2P1	
AP1S1	MGI:1098244
AP1S2	MGI:1889383
AP1S2P1	
AP1S3	MGI:1891304
AP2A1	MGI:101921
AP2A2	MGI:101920
AP2B1	MGI:1919020
AP2B1P1	
AP2M1	MGI:1298405
AP2S1	MGI:2141861
AP3B1	MGI:1333879
AP3B2	MGI:1100869
AP3D1	MGI:107734
AP3M1	MGI:1929212
AP3M2	MGI:1929214
AP3S1	MGI:1337062
AP3S1P1	
AP3S2	MGI:1337060
AP4B1	MGI:1337130
AP4B1-AS1	
AP4E1	MGI:1336993
AP4M1	MGI:1337063
AP4S1	MGI:1337065
AP5B1	MGI:2685808
AP5M1	MGI:1921635
AP5S1	MGI:1916846
AP5Z1	MGI:1924908
APAF1	MGI:1306796
APAH1	
APBA1	MGI:1860297
APBA2	MGI:1261791
APBA3	MGI:1888527
APBB1	MGI:107765
APBB1IP	MGI:1861354
APBB2	MGI:108405
APBB3	MGI:108404
APC	MGI:88039
APC2	MGI:1346052
APCDD1	MGI:3513977
APCDD1L	
APCDD1L-DT	
APCS	MGI:98229
APECED	
APEH	MGI:88041
APELA	MGI:3642370
APEX1	MGI:88042
APEX2	MGI:1924872
APH1A	MGI:2385110
APH1B	MGI:3522097
API1	
API2	
API3	
API4	
API5	MGI:1888993
API5P1	
API5P2	
API6	
APIP	MGI:1926788
APLF	MGI:1919353
APLN	MGI:1353624
APLNR	MGI:1346086
APLP1	MGI:88046
APLP2	MGI:88047
APMAP	MGI:1919131
APNH	
APOA1	MGI:88049
APOA1-AS	
APOA2	MGI:88050
APOA4	MGI:88051
APOA5	MGI:1913363
APOAL	
APOB	MGI:88052
APOBEC1	MGI:103298
APOBEC2	MGI:1343178
APOBEC3A	
APOBEC3A_B	
APOBEC3AP1	
APOBEC3B	
APOBEC3B-AS1	
APOBEC3C	
APOBEC3D	
APOBEC3E	
APOBEC3F	
APOBEC3G	
APOBEC3H	
APOBEC4	MGI:1918531
APOBER1	
APOBR	MGI:2176230
APOC1	MGI:88053
APOC1P1	
APOC2	MGI:88054
APOC3	MGI:88055
APOC4	MGI:87878
APOC4-APOC2	
APOD	MGI:88056
APOE	MGI:88057
APOEL1	
APOF	MGI:104539
APOH	MGI:88058
APOJ	
APOL1	
APOL2	
APOL3	
APOL4	
APOL5	
APOL6	MGI:1919189
APOLD1	MGI:2685921
APOM	MGI:1930124
APONP	MGI:88931
APOO	MGI:1915566
APOOL	MGI:1915367
APOOP1	
APOOP2	
APOOP3	
APOOP4	
APOOP5	
APP	MGI:88059
APP-DT	
APPAT	
APPBP2	MGI:1914134
APPBP2-DT	
APPL	
APPL1	MGI:1920243
APPL2	MGI:2384914
APPL2	
APR	
APRG1	
APRT	MGI:88061
APS	
APT1	
APT1LG1	
APTR	
APTX	MGI:1913658
APY	
AQP1	MGI:103201
AQP2	MGI:1096865
AQP2L	
AQP3	MGI:1333777
AQP4	MGI:107387
AQP4-AS1	
AQP5	MGI:106215
AQP5-AS1	
AQP6	MGI:1341204
AQP7	MGI:1314647
AQP7B	
AQP7L	
AQP7P1	
AQP7P2	
AQP7P3	
AQP7P4	
AQP7P5	
AQP8	MGI:1195271
AQP9	MGI:1891066
AQP10	
AQP11	MGI:1913583
AQP12A	MGI:2664636
AQP12B	MGI:2664636
AQR	MGI:1276102
AR	MGI:88064
ARA	
ARAF	MGI:88065
ARAFP1	
ARAFP2	
ARAFP3	
ARAP1	MGI:1916960
ARAP1-AS1	
ARAP1-AS2	
ARAP2	MGI:2684416
ARAP3	MGI:2147274
ARB2A	MGI:1915925
ARB2BP	
ARC	MGI:88067
ARCN1	MGI:2387591
ARCN2	
AREG	MGI:88068
AREGB	
AREL1	MGI:1915747
ARF1	MGI:99431
ARF1P1	
ARF1P2	
ARF1P3	
ARF2	
ARF2P	MGI:99595
ARF3	MGI:99432
ARF4	MGI:99433
ARF4-AS1	
ARF4P1	
ARF4P2	
ARF4P3	
ARF4P4	
ARF4P5	
ARF5	MGI:99434
ARF6	MGI:99435
ARFGAP1	MGI:2183559
ARFGAP2	MGI:1924288
ARFGAP3	MGI:1913501
ARFGEF1	MGI:2442988
ARFGEF1-DT	
ARFGEF2	MGI:2139354
ARFGEF3	MGI:106387
ARFIP1	MGI:1277120
ARFIP2	MGI:1924182
ARFRP1	MGI:1923938
ARG1	MGI:88070
ARG2	MGI:1330806
ARGFX	
ARGFXP1	
ARGFXP2	
ARGLU1	MGI:2442985
ARGLU1-DT	
ARH6	
ARH12	
ARHGAP1	MGI:2445003
ARHGAP4	MGI:2159577
ARHGAP5	MGI:1332637
ARHGAP5-AS1	
ARHGAP6	MGI:1196332
ARHGAP8	MGI:1920417
ARHGAP9	MGI:2143764
ARHGAP10	MGI:1925764
ARHGAP11A	MGI:2444300
ARHGAP11A-DT	
ARHGAP11A-SCG5	
ARHGAP11B	
ARHGAP11B-DT	
ARHGAP12	MGI:1922665
ARHGAP15	MGI:1923367
ARHGAP15-AS1	
ARHGAP16P	
ARHGAP17	MGI:1917747
ARHGAP18	MGI:1921160
ARHGAP19	MGI:1918335
ARHGAP19-SLIT1	
ARHGAP20	MGI:2445175
ARHGAP21	MGI:1918685
ARHGAP22	MGI:2443418
ARHGAP22-IT1	
ARHGAP23	MGI:3697726
ARHGAP23P1	
ARHGAP24	MGI:1922647
ARHGAP25	MGI:2443687
ARHGAP26	MGI:1918552
ARHGAP26-AS1	
ARHGAP26-IT1	
ARHGAP27	MGI:1916903
ARHGAP27P1	
ARHGAP27P1-BPTFP1-KPNA2P3	
ARHGAP27P2	
ARHGAP28	MGI:2147003
ARHGAP28-AS1	
ARHGAP29	MGI:2443818
ARHGAP29-AS1	
ARHGAP30	MGI:2684948
ARHGAP31	MGI:1333857
ARHGAP31-AS1	
ARHGAP32	MGI:2450166
ARHGAP33	MGI:2673998
ARHGAP35	MGI:1929494
ARHGAP36	MGI:1922654
ARHGAP39	MGI:107858
ARHGAP40	MGI:3649852
ARHGAP42	MGI:1918794
ARHGAP42-AS1	
ARHGAP42P1	
ARHGAP42P2	
ARHGAP42P3	
ARHGAP42P4	
ARHGAP42P5	
ARHGAP44	MGI:2144423
ARHGAP44-AS1	
ARHGAP45	MGI:1917969
ARHGDIA	MGI:2178103
ARHGDIB	MGI:101940
ARHGDIG	MGI:108430
ARHGEF1	MGI:1353510
ARHGEF2	MGI:103264
ARHGEF2-AS1	
ARHGEF2-AS2	
ARHGEF3	MGI:1918954
ARHGEF3-AS1	
ARHGEF4	MGI:2442507
ARHGEF4-AS1	
ARHGEF5	MGI:1858952
ARHGEF6	MGI:1920591
ARHGEF7	MGI:1860493
ARHGEF7-AS1	
ARHGEF7-AS2	
ARHGEF7-IT1	
ARHGEF9	MGI:2442233
ARHGEF9-IT1	
ARHGEF10	MGI:2444453
ARHGEF10L	MGI:1920004
ARHGEF11	MGI:2441869
ARHGEF12	MGI:1916882
ARHGEF15	MGI:3045246
ARHGEF16	MGI:2446219
ARHGEF17	MGI:2673002
ARHGEF17-AS1	
ARHGEF18	MGI:2142567
ARHGEF18-AS1	
ARHGEF19	MGI:1925912
ARHGEF19-AS1	
ARHGEF25	MGI:1277173
ARHGEF26	MGI:1918053
ARHGEF26-AS1	
ARHGEF28	MGI:1346016
ARHGEF28P1	
ARHGEF33	MGI:2685787
ARHGEF34P	
ARHGEF35	
ARHGEF35-AS1	
ARHGEF37	MGI:3045339
ARHGEF38	MGI:1924919
ARHGEF38-IT1	
ARHGEF39	MGI:3036286
ARHGEF40	MGI:2685515
ARID1A	MGI:1935147
ARID1B	MGI:1926129
ARID2	MGI:1924294
ARID3A	MGI:1328360
ARID3B	MGI:1930768
ARID3BP1	
ARID3C	MGI:3650624
ARID4A	MGI:2444354
ARID4B	MGI:2137512
ARID4B-IT1	
ARID5A	MGI:2443039
ARID5B	MGI:2175912
ARIH1	MGI:1344363
ARIH2	MGI:1344361
ARIH2OS	MGI:3642291
ARIH2P1	
ARK2C	MGI:2444521
ARK2N	MGI:2444951
ARL1	MGI:99436
ARL2	MGI:1928393
ARL2-SNX15	
ARL2BP	MGI:1349429
ARL2BPP1	
ARL2BPP2	
ARL2BPP3	
ARL2BPP4	
ARL2BPP5	
ARL2BPP6	
ARL2BPP7	
ARL2BPP8	
ARL2BPP9	
ARL2BPP10	
ARL3	MGI:1929699
ARL4A	MGI:99437
ARL4AP1	
ARL4AP2	
ARL4AP3	
ARL4AP4	
ARL4AP5	
ARL4C	MGI:2445172
ARL4D	MGI:1933155
ARL5A	MGI:1922673
ARL5AP1	
ARL5AP2	
ARL5AP3	
ARL5AP4	
ARL5AP5	
ARL5B	MGI:1923119
ARL5B-AS1	
ARL5C	MGI:3028577
ARL6	MGI:1927136
ARL6IP1	MGI:1858943
ARL6IP1P1	
ARL6IP1P2	
ARL6IP1P3	
ARL6IP4	MGI:1929500
ARL6IP5	MGI:1929501
ARL6IP6	MGI:1929507
ARL8A	MGI:1915974
ARL8B	MGI:1914416
ARL8BP1	
ARL8BP2	
ARL9	MGI:1915496
ARL10	MGI:1930788
ARL11	MGI:2444054
ARL13A	MGI:1921698
ARL13B	MGI:1915396
ARL14	MGI:1918869
ARL14EP	MGI:1926020
ARL14EP-DT	
ARL14EPL	MGI:2685795
ARL14EPP1	
ARL15	MGI:2442308
ARL16	MGI:1917567
ARL17A	
ARL17B	
ARLNC1	
ARMC1	MGI:1921502
ARMC2	MGI:1916449
ARMC2-AS1	
ARMC3	MGI:1918132
ARMC5	MGI:2384586
ARMC6	MGI:1924063
ARMC7	MGI:2679719
ARMC8	MGI:1921375
ARMC8P1	
ARMC9	MGI:1926045
ARMC10	MGI:1914461
ARMC10P1	
ARMC12	MGI:1914895
ARMCX1	MGI:1925498
ARMCX2	MGI:1914666
ARMCX3	MGI:1918953
ARMCX3-AS1	
ARMCX4	MGI:2147887
ARMCX5	MGI:2148026
ARMCX5-GPRASP2	
ARMCX6	MGI:2147993
ARMCX7P	MGI:3648067
ARMD1	
ARMH1	MGI:2686507
ARMH2	MGI:1916676
ARMH3	MGI:1918867
ARMH4	MGI:1914669
ARMS2	
ARMT1	MGI:1920669
ARNILA	
ARNT	MGI:88071
ARNT2	MGI:107188
ARNT2-DT	
ARP1	
ARPC1A	MGI:1928896
ARPC1AP1	
ARPC1AP2	
ARPC1AP3	
ARPC1AP4	
ARPC1B	MGI:1343142
ARPC1BP1	
ARPC2	MGI:1923959
ARPC3	MGI:1928375
ARPC3P1	
ARPC3P2	
ARPC3P3	
ARPC3P4	
ARPC3P5	
ARPC4	MGI:1915339
ARPC4-TTLL3	
ARPC5	MGI:1915021
ARPC5L	MGI:1921442
ARPIN	MGI:1917670
ARPIN-AP3S2	
ARPP19	MGI:1891691
ARPP19P1	
ARPP19P2	
ARPP21	MGI:107562
ARPP21-AS1	
ARR1	
ARR3	MGI:2159617
ARRB1	MGI:99473
ARRB2	MGI:99474
ARRDC1	MGI:2446136
ARRDC1-AS1	
ARRDC2	MGI:1918057
ARRDC3	MGI:2145242
ARRDC3-AS1	
ARRDC4	MGI:1913662
ARRDC5	MGI:1924170
ARSA	MGI:88077
ARSB	MGI:88075
ARSC1	
ARSC2	
ARSD	
ARSD-AS1	
ARSDP1	
ARSF	
ARSFP1	
ARSG	MGI:1921258
ARSH	
ARSI	MGI:2670959
ARSJ	MGI:2443513
ARSK	MGI:1924291
ARSL	
ARSLP1	
ART1	MGI:107511
ART2BP	MGI:107545
ART2P	MGI:107546
ART3	MGI:1202729
ART4	MGI:1202710
ART5	MGI:107948
ARTN	MGI:1333791
ARV1	MGI:1916115
ARVCF	MGI:109620
ARVD1	
ARVD2	
ARVD3	
ARVD4	
ARVD5	
ARX	MGI:1097716
AS	
AS3MT	MGI:1929882
ASAH1	MGI:1277124
ASAH1-AS1	
ASAH2	MGI:1859310
ASAH2B	
ASAH2C	
ASAP1	MGI:1342335
ASAP1-IT1	
ASAP1-IT2	
ASAP2	MGI:2685438
ASAP3	MGI:2684986
ASB	
ASB1	MGI:1929735
ASB2	MGI:1929743
ASB3	MGI:1929749
ASB4	MGI:1929751
ASB5	MGI:1923544
ASB6	MGI:1919573
ASB7	MGI:2152835
ASB8	MGI:1925791
ASB9	MGI:1916549
ASB9P1	
ASB10	MGI:2152836
ASB11	MGI:1916104
ASB12	MGI:1917642
ASB13	MGI:2145525
ASB14	MGI:2655107
ASB15	MGI:1926160
ASB15-AS1	
ASB16	MGI:2654437
ASB16-AS1	
ASB17	MGI:1914022
ASB18	MGI:2655109
ASCC1	MGI:1916340
ASCC2	MGI:1922702
ASCC3	MGI:1925237
ASCL1	MGI:96919
ASCL2	MGI:96920
ASCL3	MGI:1928820
ASCL4	MGI:1914591
ASCL5	MGI:2685043
ASD1	
ASDURF	
ASF1A	MGI:1913653
ASF1B	MGI:1914179
ASGR1	MGI:88081
ASGR2	MGI:88082
ASH1L	MGI:2183158
ASH1L-AS1	
ASH1L-IT1	
ASH2L	MGI:1344416
ASH2LP1	
ASH2LP2	
ASH2LP3	
ASH2LP4	
ASIC1	MGI:1194915
ASIC2	MGI:1100867
ASIC3	MGI:2159339
ASIC4	MGI:2652846
ASIC4-AS1	
ASIC5	MGI:1929259
ASIP	MGI:87853
ASL	MGI:88084
ASLN	
ASLP1	
ASMD	
ASMER1	
ASMER2	
ASMT	MGI:96090
ASMTL	
ASMTL-AS1	
ASNS	MGI:1350929
ASNSD1	MGI:1917646
ASNSP1	
ASNSP2	
ASNSP3	
ASNSP4	
ASNSP5	
ASNSP6	
ASPA	MGI:87914
ASPDH	MGI:1915602
ASPG	MGI:2144822
ASPH	MGI:1914186
ASPHD1	MGI:2685014
ASPHD2	MGI:1920148
ASPM	MGI:1334448
ASPN	MGI:1913945
ASPRV1	MGI:1915105
ASPSCR1	MGI:1916188
ASRGL1	MGI:1913764
ASS1	MGI:88090
ASS1P1	
ASS1P2	
ASS1P3	
ASS1P4	
ASS1P5	
ASS1P6	
ASS1P7	
ASS1P8	
ASS1P9	
ASS1P10	
ASS1P11	
ASS1P12	
ASS1P13	
ASS1P14	
ASTE1	MGI:1913845
ASTILCS	
ASTL	MGI:3046414
ASTN1	MGI:1098567
ASTN2	MGI:1889277
ASTN2-AS1	
ASVS1	
ASXL1	MGI:2684063
ASXL2	MGI:1922552
ASXL3	MGI:2685175
ASXL3-DT	
ASZ1	MGI:1921318
AT3	
ATA	
ATAD1	MGI:1915229
ATAD2	MGI:1917722
ATAD2B	MGI:2444798
ATAD3A	MGI:1919214
ATAD3B	MGI:1919214
ATAD3C	MGI:1919214
ATAD5	MGI:2442925
ATAT1	MGI:1913869
ATC	
ATCAY	MGI:2448730
ATD	
ATDC	
ATE1	MGI:1333870
ATE1OSP	MGI:3782452
ATF1	MGI:1298366
ATF1P1	
ATF2	MGI:109349
ATF3	MGI:109384
ATF4	MGI:88096
ATF4P1	
ATF4P2	
ATF4P3	
ATF4P4	
ATF5	MGI:2141857
ATF6	MGI:1926157
ATF6-DT	
ATF6B	MGI:105121
ATF7	MGI:2443472
ATF7-NPFF	
ATF7IP	MGI:1858965
ATF7IP2	MGI:1922579
ATG2A	MGI:1916291
ATG2B	MGI:1923809
ATG3	MGI:1915091
ATG3P1	
ATG4A	MGI:2147903
ATG4AP1	
ATG4B	MGI:1913865
ATG4C	MGI:2651854
ATG4D	MGI:2444308
ATG5	MGI:1277186
ATG7	MGI:1921494
ATG9A	MGI:2138446
ATG9B	MGI:2685420
ATG10	MGI:1914045
ATG10-AS1	
ATG10-IT1	
ATG12	MGI:1914776
ATG12P1	
ATG12P2	
ATG13	MGI:1196429
ATG14	MGI:1261775
ATG16L1	MGI:1924290
ATG16L2	MGI:1920933
ATG101	MGI:1915368
ATHS	
ATIC	MGI:1351352
ATL1	MGI:1921241
ATL2	MGI:1929492
ATL3	MGI:1924270
ATM	MGI:107202
ATMIN	MGI:2682328
ATN1	MGI:104725
ATN1L	
ATOH1	MGI:104654
ATOH7	MGI:1355553
ATOH8	MGI:1918343
ATOSA	MGI:2387648
ATOSB	MGI:2441854
ATOSBP1	
ATOX1	MGI:1333855
ATOX1-AS1	
ATP1A1	MGI:88105
ATP1A1-AS1	
ATP1A2	MGI:88106
ATP1A3	MGI:88107
ATP1A4	MGI:1351335
ATP1AL1	
ATP1AL2	
ATP1B1	MGI:88108
ATP1B1P1	
ATP1B2	MGI:88109
ATP1B3	MGI:107788
ATP1B3-AS1	
ATP1B3P1	
ATP1B4	MGI:1915071
ATP1G1	
ATP2A1	MGI:105058
ATP2A1-AS1	
ATP2A2	MGI:88110
ATP2A3	MGI:1194503
ATP2B1	MGI:104653
ATP2B1-AS1	
ATP2B2	MGI:105368
ATP2B2-IT1	
ATP2B2-IT2	
ATP2B3	MGI:1347353
ATP2B4	MGI:88111
ATP2C1	MGI:1889008
ATP2C2	MGI:1916297
ATP2C2-AS1	
ATP3	
ATP4A	MGI:88113
ATP4B	MGI:88114
ATP5	
ATP5A	
ATP5A1P5	
ATP5A1P6	
ATP5A1P9	
ATP5AL2	
ATP5BL2	
ATP5CL1	
ATP5CL2	
ATP5F1A	MGI:88115
ATP5F1AP1	
ATP5F1AP2	
ATP5F1AP3	
ATP5F1AP4	
ATP5F1AP7	
ATP5F1AP8	
ATP5F1AP10	
ATP5F1B	MGI:107801
ATP5F1BP1	
ATP5F1C	MGI:1261437
ATP5F1CP1	
ATP5F1D	MGI:1913293
ATP5F1E	MGI:1855697
ATP5F1EP1	
ATP5F1EP2	
ATP5IF1	MGI:1196457
ATP5MC1	MGI:107653
ATP5MC1P1	
ATP5MC1P2	
ATP5MC1P3	
ATP5MC1P4	
ATP5MC1P5	
ATP5MC1P6	
ATP5MC1P7	
ATP5MC1P8	
ATP5MC2	MGI:1915192
ATP5MC2P1	
ATP5MC2P2	
ATP5MC2P3	
ATP5MC2P4	
ATP5MC2P5	
ATP5MC3	MGI:2442035
ATP5ME	MGI:106636
ATP5MF	MGI:1927558
ATP5MF-PTCD1	
ATP5MFP1	
ATP5MFP2	
ATP5MFP3	
ATP5MFP4	
ATP5MFP5	
ATP5MFP6	
ATP5MFP7	
ATP5MG	MGI:1351597
ATP5MGL	
ATP5MGP1	
ATP5MGP2	
ATP5MGP3	
ATP5MGP4	
ATP5MGP5	
ATP5MGP6	
ATP5MGP7	
ATP5MGP8	
ATP5MJ	MGI:1917507
ATP5MK	MGI:1891435
ATP5MKP1	
ATP5PB	MGI:1100495
ATP5PBP1	
ATP5PBP2	
ATP5PBP3	
ATP5PBP4	
ATP5PBP5	
ATP5PBP6	
ATP5PBP7	
ATP5PBP8	
ATP5PD	MGI:1918929
ATP5PDP1	
ATP5PDP2	
ATP5PDP3	
ATP5PDP4	
ATP5PF	MGI:107777
ATP5PFP1	
ATP5PFP2	
ATP5PFP3	
ATP5PFP4	
ATP5PO	MGI:106341
ATP5POP1	
ATP6AP1	MGI:109629
ATP6AP1-DT	
ATP6AP1L	MGI:3648665
ATP6AP2	MGI:1917745
ATP6N2	
ATP6V1A	MGI:1201780
ATP6V1A2	
ATP6V1B1	MGI:103285
ATP6V1B1-AS1	
ATP6V1B2	MGI:109618
ATP6V1C1	MGI:1913585
ATP6V1C2	MGI:1916025
ATP6V1D	MGI:1921084
ATP6V1E1	MGI:894326
ATP6V1E1P1	
ATP6V1E1P2	
ATP6V1E1P3	
ATP6V1E2	MGI:1922165
ATP6V1F	MGI:1913394
ATP6V1FP1	
ATP6V1FP2	
ATP6V1G1	MGI:1913540
ATP6V1G1P1	
ATP6V1G1P2	
ATP6V1G1P3	
ATP6V1G1P4	
ATP6V1G1P5	
ATP6V1G1P6	
ATP6V1G1P7	
ATP6V1G2	MGI:1913487
ATP6V1G2-DDX39B	
ATP6V1G3	MGI:2450548
ATP6V1H	MGI:1914864
ATP6V0A1	MGI:103286
ATP6V0A2	MGI:104855
ATP6V0A4	MGI:2153480
ATP6V0B	MGI:1890510
ATP6V0C	MGI:88116
ATP6V0CP1	
ATP6V0CP2	
ATP6V0CP3	
ATP6V0CP4	
ATP6V0D1	MGI:1201778
ATP6V0D1-DT	
ATP6V0D2	MGI:1924415
ATP6V0E1	MGI:1328318
ATP6V0E1P1	
ATP6V0E1P2	
ATP6V0E1P3	
ATP6V0E1P4	
ATP6V0E2	MGI:1923502
ATP6V0E2-AS1	
ATP7A	MGI:99400
ATP7B	MGI:103297
ATP7BP1	
ATP8A1	MGI:1330848
ATP8A1-DT	
ATP8A2	MGI:1354710
ATP8A2P1	
ATP8A2P2	
ATP8A2P3	
ATP8B1	MGI:1859665
ATP8B1-AS1	
ATP8B2	MGI:1859660
ATP8B3	MGI:1914581
ATP8B4	MGI:1859664
ATP8B5P	MGI:2444287
ATP9A	MGI:1330826
ATP9B	MGI:1354757
ATP10A	MGI:1330809
ATP10A-DT	
ATP10B	MGI:2442688
ATP10C	
ATP10D	MGI:2450125
ATP11A	MGI:1354735
ATP11A-AS1	
ATP11AUN	
ATP11B	MGI:1923545
ATP11B-DT	
ATP11C	MGI:1859661
ATP12A	MGI:1926943
ATP13A1	MGI:2180801
ATP13A2	MGI:1922022
ATP13A3	MGI:2685387
ATP13A3-DT	
ATP13A4	MGI:1924456
ATP13A4-AS1	
ATP13A5	MGI:2444068
ATP13A5-AS1	
ATP23	MGI:1916984
ATPAF1	MGI:2180560
ATPAF2	MGI:2180561
ATPL	
ATPM	
ATPSB	
ATPSBL1	
ATPSBL2	
ATPSCKMT	MGI:1915323
ATR	MGI:108028
ATRAID	MGI:1918918
ATRC1	
ATRC2	
ATRIP	MGI:1925349
ATRN	MGI:1341628
ATRNL1	MGI:2147749
ATRX	MGI:103067
ATS	
ATXN1	MGI:104783
ATXN1-AS1	MGI:1923250
ATXN1L	MGI:3694797
ATXN2	MGI:1277223
ATXN2-AS	
ATXN2L	MGI:2446242
ATXN3	MGI:1099442
ATXN3L	
ATXN7	MGI:2179277
ATXN7L1	MGI:3584458
ATXN7L2	MGI:1919772
ATXN7L3	MGI:3036270
ATXN7L3-AS1	
ATXN7L3B	MGI:1914971
ATXN7L3P1	
ATXN7L4	
ATXN8	
ATXN8OS	
