Gene name	Phenotype description
ANK1	brain glioblastoma
ANK1	Breast carcinoma
ANK1	breast ductal adenocarcinoma
ANK1	cecum adenocarcinoma
ANK1	cervical squamous cell carcinoma
ANK1	Chronic lymphocytic leukemia
ANK1	Clear cell renal carcinoma
ANK1	colon adenocarcinoma
ANK1	colon carcinoma
ANK1	colonic neoplasm
ANK1	colorectal adenocarcinoma
ANK1	Colorectal adenoma
ANK1	diffuse gastric adenocarcinoma
ANK1	diffuse large B-cell lymphoma
ANK1	gastric adenocarcinoma
ANK1	head and neck squamous cell carcinoma
ANK1	Hepatocellular Carcinoma
ANK1	kidney neoplasm
ANK1	large cell lung carcinoma
ANK1	large cell medulloblastoma
ANK1	lobular breast carcinoma
ANK1	Lung adenocarcinoma
ANK1	Lung carcinoma
ANK1	lymphoid neoplasm
ANK1	Melanoma
ANK1	Neoplasm
ANK1	non-small cell lung carcinoma
ANK1	oral squamous cell carcinoma
ANK1	OSTEOSARCOMA
ANK1	ovarian mucinous adenocarcinoma
ANK1	pancreatic carcinoma
ANK1	pancreatic ductal adenocarcinoma
ANK1	pancreatic neuroendocrine tumor
ANK1	prostate adenocarcinoma
ANK1	prostate carcinoma
ANK1	pseudomyxoma peritonei
ANK1	rectal adenocarcinoma
ANK1	skin carcinoma
ANK1	Small cell lung carcinoma
ANK1	soft tissue sarcoma
ANK1	squamous cell lung carcinoma
ANK1	thyroid carcinoma
ANK2	Romano-Ward syndrome
ANK2	Cardiac arrhythmia ankyrin-B-related
ANK2	ANK2-related neurodevelopmental disorder
ANKH	Craniometaphyseal dysplasia
ANKH	Familial calcium pyrophosphate deposition
ANKH	CHONDROCALCINOSIS 2
ANKH	CRANIOMETAPHYSEAL DYSPLASIA AUTOSOMAL DOMINANT
ANKH	CHONDROCALCINOSIS 2
ANKH	CRANIOMETAPHYSEAL DYSPLASIA JACKSON TYPE
ANLN	Genetic steroid-resistant nephrotic syndrome
ANLN	Focal segmental glomerulosclerosis 8
ANO5	Anoctamin-5-related  limb-girdle muscular dystrophy R12
ANO5	Distal anoctaminopathy
ANO5	GNATHODIAPHYSEAL DYSPLASIA
ANO5	GNATHODIAPHYSEAL DYSPLASIA
ANO5	MIYOSHI MUSCULAR DYSTROPHY 3
ANO5	MUSCULAR DYSTROPHY LIMB-GIRDLE AUTOSOMAL RECESSIVE 12
ANO5	GNATHODIAPHYSEAL DYSPLASIA
ANO5	LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE 2L
ANTXR1	GAPO syndrome
ANTXR1	NON RARE IN EUROPE: Infantile capillary hemangioma
ANTXR1	GAPO syndrome
ANTXR1	HEMANGIOMA CAPILLARY INFANTILE
ANTXR1	GAPO syndrome
ANTXR2	INFANTILE SYSTEMIC HYALINOSIS
ANTXR2	JUVENILE HYALINE FIBROMATOSIS
ANTXR2	HYALINE FIBROMATOSIS SYNDROME
ANTXR2	JUVENILE HYALINE FIBROMATOSIS
ANXA11	Amyotrophic lateral sclerosis
ANXA11	AMYOTROPHIC LATERAL SCLEROSIS 23
ANXA11	Inclusion body myopathy and brain white matter abnormalities
AP3B2	Non-specific early-onset epileptic encephalopathy
AP3B2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 48
AP3B2	Epileptic Encephalopathy with Optic Atrophy
AP4B1	Severe intellectual disability and progressive spastic paraplegia
AP4B1	SPASTIC PARAPLEGIA 47 AUTOSOMAL RECESSIVE
AP4B1	cerebral palsy spastic quadriplegic type 5
AP4E1	Severe intellectual disability and progressive spastic paraplegia
AP4E1	SPASTIC PARAPLEGIA 51 AUTOSOMAL RECESSIVE
AP4E1	Stuttering familial persistent 1
AP4E1	Cerebral palsy spastic quadriplegic type 4
AP4M1	Severe intellectual disability and progressive spastic paraplegia
AP4M1	SPASTIC PARAPLEGIA 50 AUTOSOMAL RECESSIVE
AP4M1	CEREBRAL PALSY SPASTIC QUADRIPLEGIC TYPE 3
AP4S1	Severe intellectual disability and progressive spastic paraplegia
AP4S1	SPASTIC PARAPLEGIA 52 AUTOSOMAL RECESSIVE
AP4S1	Cerebral palsy spastic quadriplegic type 6
AP5Z1	Autosomal recessive spastic paraplegia type 48
AP5Z1	SPASTIC PARAPLEGIA 48 AUTOSOMAL RECESSIVE
APC	APC-related attenuated familial adenomatous polyposis
APC	Cenani-Lenz syndrome
APC	Desmoid tumor
APC	Familial adenomatous polyposis due to 5q22.2 microdeletion
APC	GARDNER SYNDROME
APC	Gastric adenocarcinoma and proximal polyposis of the stomach
APC	Turcot syndrome with polyposis
APC	Colorectal Cancer
APC	DESMOID DISEASE HEREDITARY
APC	Familial adenomatous polyposis 1
APC	Gastric adenocarcinoma and proximal polyposis of the stomach
APC	GASTRIC CANCER GASTRIC CANCER INTESTINAL INCLUDED
APC	Hepatocellular Carcinoma
APC	ADENOMATOUS POLYPOSIS COLI
APC	DESMOID DISEASE HEREDITARY
APC	Appendix Adenocarcinoma
APC	B-cell acute lymphoblastic leukemia
APC	Bladder Adenocarcinoma
APC	Bladder Small Cell Neuroendocrine Carcinoma
APC	Breast Carcinoma by Gene Expression Profile
APC	Burkitts lymphoma
APC	Chordoid Meningioma
APC	Choroid plexus papilloma
APC	Colon Juvenile Polyp
APC	Cortisol-Producing Adrenal Cortex Adenoma
APC	Digestive System Carcinoma
APC	Endometrial Endometrioid Adenocarcinoma
APC	Gastric Adenoma
APC	Hepatobiliary Neoplasm
APC	Invasive Breast Carcinoma
APC	Liver Cavernous Hemangioma
APC	Lung Sclerosing Hemangioma
APC	Malignant Ovarian Mixed Epithelial Tumor
APC	Malignant Pancreatic Neoplasm
APC	Merkel cell skin cancer
APC	ND
APC	Olfactory Neuroblastoma
APC	Ovarian Endometrioid Adenocarcinoma
APC	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
APC	Ovarian Yolk Sac Tumor
APC	Pancreatic Acinar Cell Carcinoma
APC	Parathyroid Gland Carcinoma
APC	Parotid Gland Squamous Cell Carcinoma
APC	Placental Choriocarcinoma
APC	Pleural Biphasic Mesothelioma
APC	Pleural Epithelioid Mesothelioma
APC	Poroma
APC	Primary Intraosseous Squamous Cell Carcinoma
APC	Pyloric Gland Adenoma
APC	Rectal Villous Adenoma
APC	Sarcomatoid Carcinoma
APC	Secretory Meningioma
APC	Signet Ring Cell Gastric Adenocarcinoma
APC	Sinonasal Undifferentiated Carcinoma
APC	Small Intestinal Diffuse Large B-Cell Lymphoma
APC	Small Intestinal Tubulovillous Adenoma
APC	T-cell acute lymphoblastic leukemia
APC	Testicular Choriocarcinoma
APC	Testicular Sertoli Cell Tumor
APC	Testicular Teratoma
APC	Testicular Yolk Sac Tumor
APC	Thymic Carcinoma
APC	Thymoma
APC	Uterine Carcinosarcoma
APC	Acute lymphoblastic leukemia
APC	Acute myeloid leukemia
APC	adenosquamous lung carcinoma
APC	adrenocortical adenoma
APC	Anaplastic astrocytoma
APC	angiosarcoma
APC	Astrocytoma
APC	bile duct carcinoma
APC	bladder transitional cell carcinoma
APC	brain glioblastoma
APC	Breast carcinoma
APC	breast ductal adenocarcinoma
APC	Carcinoma
APC	cecum adenocarcinoma
APC	cervical carcinoma
APC	cervical squamous cell carcinoma
APC	Chronic lymphocytic leukemia
APC	Chronic myelogenous leukemia
APC	Clear cell renal carcinoma
APC	colon adenocarcinoma
APC	colon carcinoma
APC	colonic neoplasm
APC	colorectal adenocarcinoma
APC	Colorectal adenoma
APC	colorectal neoplasm
APC	desmoplastic fibroma
APC	desmoplastic medulloblastoma
APC	Desmoplastic small round cell tumor
APC	diffuse gastric adenocarcinoma
APC	diffuse large B-cell lymphoma
APC	Endometrial carcinoma
APC	Endometrial stromal sarcoma
APC	endometrium adenocarcinoma
APC	Ependymoma
APC	gastric adenocarcinoma
APC	head and neck squamous cell carcinoma
APC	Hepatocellular Carcinoma
APC	kidney neoplasm
APC	large cell lung carcinoma
APC	large cell medulloblastoma
APC	large cell neuroendocrine carcinoma
APC	leiomyosarcoma
APC	lobular breast carcinoma
APC	Lung adenocarcinoma
APC	Lung carcinoma
APC	lymphoid neoplasm
APC	malignant epithelioid mesothelioma
APC	Medulloblastoma
APC	Melanoma
APC	Multiple myeloma
APC	Neoplasm
APC	non-small cell lung carcinoma
APC	oral squamous cell carcinoma
APC	ossifying fibroma
APC	ovarian clear cell adenocarcinoma
APC	ovarian mucinous adenocarcinoma
APC	ovarian teratoma
APC	pancreatic carcinoma
APC	pancreatic ductal adenocarcinoma
APC	pancreatic neoplasm
APC	pancreatic neuroendocrine tumor
APC	pharyngeal squamous cell carcinoma
APC	POLYCYTHEMIA VERA
APC	prostate adenocarcinoma
APC	prostate carcinoma
APC	rectal adenocarcinoma
APC	renal carcinoma
APC	salivary gland squamous cell carcinoma
APC	sebaceous adenocarcinoma
APC	skin carcinoma
APC	Small cell lung carcinoma
APC	soft tissue sarcoma
APC	squamous cell lung carcinoma
APC	thyroid carcinoma
APC	Ulcerative colitis
APC	undifferentiated pleomorphic sarcoma
APC	urothelial carcinoma
APC	Well-differentiated liposarcoma
APC2	SOTOS SYNDROME
APC2	CORTICAL DYSPLASIA COMPLEX WITH OTHER BRAIN MALFORMATIONS 10
APC2	INTELLECTUAL DEVELOPMENTAL DISORDER AUTOSOMAL RECESSIVE 74
APC2	Lissencephaly Subcortical Heterotopia and Global Developmental Delay
APCDD1	Hypotrichosis simplex
APCDD1	HYPOTRICHOSIS 1
APOA5	Familial apolipoprotein A5 deficiency
APOA5	NON RARE IN EUROPE: Hyperlipoproteinemia type 4
APOA5	HYPERLIPOPROTEINEMIA TYPE V
APOA5	HYPERTRIGLYCERIDEMIA 1
APOA5	Hypertriglycidaemia familial
APOC2	Familial apolipoprotein C-II deficiency
APOC2	APOLIPOPROTEIN C-II DEFICIENCY
APOC2	Hyperlipoproteinaemia type IB
APOC3	NON RARE IN EUROPE: Familial hypobetalipoproteinemia
APOC3	NON RARE IN EUROPE: Non-alcoholic fatty liver disease
APOC3	APOLIPOPROTEIN C-III DEFICIENCY
APP	ABeta amyloidosis Arctic type
APP	ABeta amyloidosis Dutch type
APP	ABeta amyloidosis Iowa type
APP	ABeta amyloidosis Italian type
APP	ABetaA21G amyloidosis
APP	ABetaL34V amyloidosis
APP	Early-onset autosomal dominant Alzheimer disease
APP	ALZHEIMER DISEASE FAMILIAL 1
APP	CEREBRAL AMYLOID ANGIOPATHY APP-RELATED
AQP5	Non-epidermolytic palmoplantar keratoderma
AQP5	PALMOPLANTAR KERATODERMA BOTHNIAN TYPE
AQP5	PPK Bothnia
ARHGDIA	Genetic steroid-resistant nephrotic syndrome
ARHGDIA	NEPHROTIC SYNDROME TYPE 8
ARHGEF1	IMMUNODEFICIENCY 62
ARHGEF2	Neurodevelopmental disorder with midbrain and hindbrain malformations
ARL2BP	Retinitis pigmentosa
ARL2BP	RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS
ARL2BP	Retinitis pigmentosa with or without situs inversus
ARL6IP1	Autosomal recessive spastic paraplegia type 61
ARL6IP1	SPASTIC PARAPLEGIA 61 AUTOSOMAL RECESSIVE
ARMC2	Non-syndromic male infertility due to sperm motility disorder
ARMC2	SPERMATOGENIC FAILURE 38
ARPC1B	
ARV1	Non-specific early-onset epileptic encephalopathy
ARV1	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 38
ASAH1	Farber disease
ASAH1	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome
ASAH1	Farber lipogranulomatosis
ASAH1	SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY
ASAH1	Farber lipogranulomatosis
ASAH1	Spinal Muscular Atrophy Associated with Progressive Myoclonic Epilepsy
ASXL3	Bainbridge-Ropers syndrome
ASXL3	Bainbridge-Ropers syndrome
ASXL3	Bainbridge-Ropers syndrome
ATAD1	Hereditary hyperekplexia
ATAD1	HYPEREKPLEXIA 4
ATAD3A	Ocular anomalies-axonal neuropathy-developmental delay syndrome
ATAD3A	HAREL-YOON SYNDROME
ATAD3A	PONTOCEREBELLAR HYPOPLASIA HYPOTONIA AND RESPIRATORY INSUFFICIENCY SYNDROME NEONATAL LETHAL
ATAD3A	ATAD3A disorder -  global developmental delay hypotonia optic atrophy axonal neuropathy and hypertrophic cardiomyopathy
ATF6	Achromatopsia
ATF6	Cone rod dystrophy
ATF6	ACHROMATOPSIA 7
ATF6	ACHROMATOPSIA 7
ATL1	Autosomal dominant spastic paraplegia type 3
ATL1	Hereditary sensory and autonomic neuropathy type 1
ATL1	Neuropathy hereditary sensory type ID
ATL1	SPASTIC PARAPLEGIA 3 AUTOSOMAL DOMINANT
ATL1	ATL1-associated hereditary spastic paraplegia
ATL3	Hereditary sensory and autonomic neuropathy type 1
ATL3	NEUROPATHY HEREDITARY SENSORY TYPE IF
ATP11A	Idiopathic pulmonary fibrosis
ATP11A	Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
ATP11A	DEAFNESS AUTOSOMAL DOMINANT 84
ATP11A	LEUKODYSTROPHY HYPOMYELINATING 24
ATP13A2	ATP13A2-related juvenile neuronal ceroid lipofuscinosis
ATP13A2	Autosomal recessive spastic paraplegia type 78
ATP13A2	KUFOR-RAKEB SYNDROME
ATP13A2	KUFOR-RAKEB SYNDROME
ATP13A2	SPASTIC PARAPLEGIA 78 AUTOSOMAL RECESSIVE
ATP13A2	Parkinson disease 9
ATP1A1	Autosomal dominant Charcot-Marie-Tooth disease type 2DD
ATP1A1	NON RARE IN EUROPE: Aldosterone-producing adenoma
ATP1A1	Primary hypomagnesemia-refractory seizures-intellectual disability syndrome
ATP1A1	CHARCOT-MARIE-TOOTH DISEASE AXONAL TYPE 2DD
ATP1A1	HYPOMAGNESEMIA SEIZURES AND IMPAIRED INTELLECTUAL DEVELOPMENT 2
ATP1A1	Renal Hypomagnesemia Refractory Seizures and Intellectual Disability
ATP1A1	Endometrial Endometrioid Adenocarcinoma
ATP1A1	Hepatobiliary Neoplasm
ATP1A1	Hodgkins lymphoma
ATP1A1	Merkel cell skin cancer
ATP1A1	ND
ATP1A1	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
ATP1A1	Placental Choriocarcinoma
ATP1A1	Pleural Epithelioid Mesothelioma
ATP1A1	Acute myeloid leukemia
ATP1A1	Anaplastic astrocytoma
ATP1A1	bile duct carcinoma
ATP1A1	brain glioblastoma
ATP1A1	Breast carcinoma
ATP1A1	breast ductal adenocarcinoma
ATP1A1	cecum adenocarcinoma
ATP1A1	cervical squamous cell carcinoma
ATP1A1	Chronic lymphocytic leukemia
ATP1A1	Chronic myelomonocytic leukemia
ATP1A1	Clear cell renal carcinoma
ATP1A1	colon adenocarcinoma
ATP1A1	colorectal adenocarcinoma
ATP1A1	gastric adenocarcinoma
ATP1A1	head and neck squamous cell carcinoma
ATP1A1	Hepatocellular Carcinoma
ATP1A1	kidney neoplasm
ATP1A1	lobular breast carcinoma
ATP1A1	Lung adenocarcinoma
ATP1A1	Lung carcinoma
ATP1A1	lymphoid neoplasm
ATP1A1	Melanoma
ATP1A1	Neoplasm
ATP1A1	oral squamous cell carcinoma
ATP1A1	OSTEOSARCOMA
ATP1A1	pancreatic carcinoma
ATP1A1	pancreatic ductal adenocarcinoma
ATP1A1	pancreatic neuroendocrine tumor
ATP1A1	prostate adenocarcinoma
ATP1A1	prostate carcinoma
ATP1A1	rectal adenocarcinoma
ATP1A1	skin carcinoma
ATP1A1	Small cell lung carcinoma
ATP1A1	squamous cell lung carcinoma
ATP1A1	thyroid carcinoma
ATP1A2	ALTERNATING HEMIPLEGIA OF CHILDHOOD
ATP1A2	Familial or sporadic hemiplegic migraine
ATP1A2	Non-specific early-onset epileptic encephalopathy
ATP1A2	Alternating hemiplegia of childhood 1
ATP1A2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 98
ATP1A2	FETAL AKINESIA RESPIRATORY INSUFFICIENCY MICROCEPHALY POLYMICROGYRIA AND DYSMORPHIC FACIES
ATP1A2	MIGRAINE FAMILIAL HEMIPLEGIC 2
ATP1A2	ATP1A2-related epileptic encephalopathy
ATP1A2	Autosomal recessive ATP1A2-related neuronal migration disorder with epilepsy
ATP1A2	MIGRAINE FAMILIAL HEMIPLEGIC ATP1A2-related
ATP1A3	ALTERNATING HEMIPLEGIA OF CHILDHOOD
ATP1A3	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
ATP1A3	Non-specific early-onset epileptic encephalopathy
ATP1A3	Rapid-Onset Dystonia-Parkinsonism
ATP1A3	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2
ATP1A3	CEREBELLAR ATAXIA AREFLEXIA PES CAVUS OPTIC ATROPHY AND SENSORINEURAL HEARING LOSS
ATP1A3	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 99
ATP1A3	DYSTONIA 12
ATP1A3	ALTERNATING HEMIPLEGIA OF CHILDHOOD
ATP2A2	Acrokeratosis verruciformis of Hopf
ATP2A2	DARIER DISEASE
ATP2A2	Acrokeratosis verruciformis
ATP2A2	DARIER-WHITE DISEASE
ATP2A2	Acrokeratosis verruciformis
ATP2C1	Familial benign chronic pemphigus
ATP2C1	BENIGN CHRONIC PEMPHIGUS
ATP2C1	Hailey-Hailey disease
ATP5F1D	Isolated ATP synthase deficiency
ATP5F1D	MITOCHONDRIAL COMPLEX V ATP SYNTHASE DEFICIENCY NUCLEAR TYPE 5
ATP5F1D	ATP5F1D metabolic disorder
ATP5MC3	DYSTONIA EARLY-ONSET AND/OR SPASTIC PARAPLEGIA
ATP5PO	Mitochondrial complex V (ATP synthase) deficiency nuclear type 7
ATP6V0A2	Autosomal recessive cutis laxa type 2 classic type
ATP6V0A2	WRINKLY SKIN SYNDROME
ATP6V0A2	CUTIS LAXA AUTOSOMAL RECESSIVE TYPE IIA
ATP6V0A2	WRINKLY SKIN SYNDROME
ATP6V0A2	WRINKLY SKIN SYNDROME
ATP6V0C	ATP6V0C-related Developmental Disorder
ATP6V1A	Autosomal recessive cutis laxa type 2 classic type
ATP6V1A	Non-specific early-onset epileptic encephalopathy
ATP6V1A	CUTIS LAXA AUTOSOMAL RECESSIVE TYPE IID
ATP6V1A	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 93
ATP6V1A	Autosomal Recessive Cutis Laxa
ATP6V1A	EPILEPTIC ENCEPHALOPATHY INFANTILE OR EARLY CHILDHOOD 3
ATP6V1B2	Autosomal dominant deafness-onychodystrophy syndrome
ATP6V1B2	DOORS syndrome
ATP6V1B2	Zimmermann-Laband syndrome
ATP6V1B2	DEAFNESS CONGENITAL WITH ONYCHODYSTROPHY AUTOSOMAL DOMINANT
ATP6V1B2	ZIMMERMANN-LABAND SYNDROME 2
ATP6V1B2	Zimmermann-Laband syndrome
ATP8B1	Benign recurrent intrahepatic cholestasis type 1
ATP8B1	Intrahepatic cholestasis of pregnancy
ATP8B1	Progressive familial intrahepatic cholestasis type 1
ATP8B1	CHOLESTASIS BENIGN RECURRENT INTRAHEPATIC 1
ATP8B1	CHOLESTASIS INTRAHEPATIC OF PREGNANCY 1
ATP8B1	CHOLESTASIS PROGRESSIVE FAMILIAL INTRAHEPATIC 1
ATP8B1	ATP8B1-Related Intrahepatic Cholestasis
AUH	3-methylglutaconic aciduria type 1
AUH	3-METHYLGLUTACONIC ACIDURIA TYPE I
AUH	3-methylglutaconic aciduria type 1
AURKC	Male infertility due to large-headed multiflagellar polyploid spermatozoa
AURKC	SPERMATOGENIC FAILURE 5
AVIL	NEPHROTIC SYNDROME TYPE 21
AVP	Hereditary central diabetes insipidus
AVP	DIABETES INSIPIDUS NEUROHYPOPHYSEAL
BACH2	IMMUNODEFICIENCY 60 AND AUTOIMMUNITY
BAG3	Familial isolated dilated cardiomyopathy
BAG3	Muscular dystrophy Selcen type
BAG3	CARDIOMYOPATHY DILATED 1HH
BAG3	Myopathy myofibrillar 6
BAG3	BAG3-related DCM
BAG3	Myofibrillar myopathy BAG3-related
BAG5	Familial isolated dilated cardiomyopathy
BAG5	Cardiomyopathy dilated 2F
BANF1	Nestor-Guillermo progeria syndrome
BANF1	Nestor-Guillermo progeria syndrome
BANF1	Nestor-Guillermo progeria syndrome
BBS2	Bardet-Biedl syndrome
BBS2	Retinitis pigmentosa
BBS2	BARDET-BIEDL SYNDROME 2
BBS2	RETINITIS PIGMENTOSA 74
BBS2	BARDET-BIEDL SYNDROME TYPE 2
BBS2	RETINITIS PIGMENTOSA 74
BCAS3	Non-specific syndromic intellectual disability
BCAS3	HENGEL-MAROOFIAN-SCHOLS SYNDROME
BCAS3	BCAS3-related neurodevelopmental disorder with thinning of corpus callosum and cerebellar atrophy
BCKDK	Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
BCKDK	Branched-chain keto acid dehydrogenase kinase deficiency
BCL10	MALT lymphoma
BCL10	IMMUNODEFICIENCY 37
BCL10	LYMPHOMA MUCOSA-ASSOCIATED LYMPHOID TYPE
BCL10	LYMPHOMA NON-HODGKIN FAMILIAL
BCL10	MESOTHELIOMA MALIGNANT
BCL10	TESTICULAR GERM CELL TUMOR
BCL10	Endometrial Endometrioid Adenocarcinoma
BCL10	Hepatobiliary Neoplasm
BCL10	Histiocytic and Dendritic Cell Neoplasm
BCL10	ND
BCL10	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
BCL10	Pleural Epithelioid Mesothelioma
BCL10	Small Intestinal Diffuse Large B-Cell Lymphoma
BCL10	Acute lymphoblastic leukemia
BCL10	Acute myeloid leukemia
BCL10	bladder transitional cell carcinoma
BCL10	brain glioblastoma
BCL10	Breast carcinoma
BCL10	breast ductal adenocarcinoma
BCL10	cecum adenocarcinoma
BCL10	cervical squamous cell carcinoma
BCL10	Chronic lymphocytic leukemia
BCL10	Clear cell renal carcinoma
BCL10	colon adenocarcinoma
BCL10	colorectal adenocarcinoma
BCL10	diffuse large B-cell lymphoma
BCL10	gastric adenocarcinoma
BCL10	head and neck squamous cell carcinoma
BCL10	Hepatocellular Carcinoma
BCL10	kidney neoplasm
BCL10	lobular breast carcinoma
BCL10	Lung adenocarcinoma
BCL10	Lung carcinoma
BCL10	lymphoid neoplasm
BCL10	Melanoma
BCL10	Multiple myeloma
BCL10	neoplasm of mature B-cells
BCL10	non-small cell lung carcinoma
BCL10	oral squamous cell carcinoma
BCL10	pancreatic ductal adenocarcinoma
BCL10	prostate adenocarcinoma
BCL10	prostate carcinoma
BCL10	rectal adenocarcinoma
BCL10	salivary gland squamous cell carcinoma
BCL10	skin carcinoma
BCL10	Small cell lung carcinoma
BCL10	soft tissue sarcoma
BCL10	squamous cell lung carcinoma
BCL11B	IMMUNODEFICIENCY 49
BCL11B	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY DYSMORPHIC FACIES AND T-CELL ABNORMALITIES
BCL11B	BCL11B-related developmental disorder monoallelic
BCL11B	Breast Carcinoma by Gene Expression Profile
BCL11B	Burkitts lymphoma
BCL11B	Digestive System Carcinoma
BCL11B	Endometrial Endometrioid Adenocarcinoma
BCL11B	Gallbladder Small Cell Neuroendocrine Carcinoma
BCL11B	Gastric Adenoma
BCL11B	Hepatobiliary Neoplasm
BCL11B	Hodgkins lymphoma
BCL11B	Lung Sclerosing Hemangioma
BCL11B	MANTLE CELL LYMPHOMA
BCL11B	Merkel cell skin cancer
BCL11B	ND
BCL11B	Ovarian Endometrioid Adenocarcinoma
BCL11B	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
BCL11B	Placental Choriocarcinoma
BCL11B	Primary Pulmonary Diffuse Large B-Cell Lymphoma
BCL11B	Secretory Meningioma
BCL11B	T-cell acute lymphoblastic leukemia
BCL11B	Uterine Carcinosarcoma
BCL11B	Acute myeloid leukemia
BCL11B	Anaplastic astrocytoma
BCL11B	angiosarcoma
BCL11B	bile duct carcinoma
BCL11B	bladder transitional cell carcinoma
BCL11B	brain glioblastoma
BCL11B	Breast carcinoma
BCL11B	breast ductal adenocarcinoma
BCL11B	cecum adenocarcinoma
BCL11B	cervical squamous cell carcinoma
BCL11B	Chronic lymphocytic leukemia
BCL11B	Clear cell renal carcinoma
BCL11B	colon adenocarcinoma
BCL11B	colorectal adenocarcinoma
BCL11B	diffuse gastric adenocarcinoma
BCL11B	diffuse large B-cell lymphoma
BCL11B	gastric adenocarcinoma
BCL11B	head and neck squamous cell carcinoma
BCL11B	Hepatocellular Carcinoma
BCL11B	kidney neoplasm
BCL11B	large cell medulloblastoma
BCL11B	lobular breast carcinoma
BCL11B	Lung adenocarcinoma
BCL11B	Lung carcinoma
BCL11B	lymphoid neoplasm
BCL11B	Melanoma
BCL11B	non-small cell lung carcinoma
BCL11B	oral squamous cell carcinoma
BCL11B	OSTEOSARCOMA
BCL11B	ovarian adenocarcinoma
BCL11B	pancreatic carcinoma
BCL11B	pancreatic ductal adenocarcinoma
BCL11B	pancreatic neuroendocrine tumor
BCL11B	prostate adenocarcinoma
BCL11B	prostate carcinoma
BCL11B	rectal adenocarcinoma
BCL11B	skin carcinoma
BCL11B	Small cell lung carcinoma
BCL11B	soft tissue sarcoma
BCL11B	squamous cell lung carcinoma
BCL11B	thyroid carcinoma
BCL11B	thyroid neoplasm
BCL11B	urothelial carcinoma
BCS1L	Bjornstad syndrome
BCS1L	GRACILE SYNDROME
BCS1L	Isolated complex III deficiency
BCS1L	Renal tubulopathy-encephalopathy-liver failure syndrome
BCS1L	Bjornstad syndrome
BCS1L	GRACILE SYNDROME
BCS1L	MITOCHONDRIAL COMPLEX III DEFICIENCY NUCLEAR TYPE 1
BCS1L	GRACILE SYNDROME
BEST1	Adult-onset foveomacular vitelliform dystrophy
BEST1	Autosomal dominant vitreoretinochoroidopathy
BEST1	Autosomal recessive bestrophinopathy
BEST1	Best vitelliform macular dystrophy
BEST1	MRCS syndrome
BEST1	Nanophthalmos
BEST1	Retinitis pigmentosa
BEST1	BESTROPHINOPATHY AUTOSOMAL RECESSIVE
BEST1	MACULAR DYSTROPHY VITELLIFORM 2
BEST1	RETINITIS PIGMENTOSA 50
BEST1	VITREORETINOCHOROIDOPATHY
BEST1	BESTROPHINOPATHY AUTOSOMAL RECESSIVE
BEST1	MACULAR DYSTROPHY VITELLIFORM 2
BEST1	Microcornea rod-cone dystrophy cataract and posterior staphyloma
BEST1	Retinitis pigmentosa
BFSP1	Early-onset nuclear cataract
BFSP1	CATARACT 33 MULTIPLE TYPES
BFSP1	CATARACT 33 MULTIPLE TYPES
BFSP1	Cataract 33 multiple types monoallelic uncertain
BICC1	Autosomal dominant polycystic kidney disease
BICC1	RENAL DYSPLASIA CYSTIC SUSCEPTIBILITY TO
BLNK	Autosomal agammaglobulinemia
BLNK	AGAMMAGLOBULINEMIA 4 AUTOSOMAL RECESSIVE
BMP1	High bone mass osteogenesis imperfecta
BMP1	Osteogenesis imperfecta type 3
BMP1	OSTEOGENESIS IMPERFECTA TYPE XIII
BMP15	46XX gonadal dysgenesis
BMP15	NON RARE IN EUROPE: Primary ovarian failure
BMP15	OVARIAN DYSGENESIS 2
BMP4	Cleft lip/palate
BMP4	Microphthalmia with brain and digit anomalies
BMP4	Renal agenesis unilateral
BMP4	MICROPHTHALMIA SYNDROMIC 6
BMP4	OROFACIAL CLEFT 11
BMP4	BMP4-associated malformations
BMP4	MICROPHTHALMIA SYNDROMIC 6
BMPR1A	Familial colorectal cancer Type X
BMPR1A	Generalized juvenile polyposis/juvenile polyposis coli
